MAL_ID,Name,Score,Genres,English name,Japanese name,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching
37597,Dakaretai Otoko 1-i ni Odosarete Imasu.,7.38,"Comedy, Drama, Romance, Shounen Ai",DAKAICHI -I'm being harassed by the sexiest man of the year-,抱かれたい男1位に脅されています。,13,"Oct 6, 2018 to Dec 29, 2018",Fall 2018,"Aniplex, Movic, Libre, animate",Aniplex of America,CloverWorks,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1971.0,1680,80055,1202,7574
37598,Phantom in the Twilight,6.41,"Action, Supernatural, Vampire",Unknown,ファントム イン ザ トワイライト,12,"Jul 10, 2018 to Sep 25, 2018",Summer 2018,Unknown,Unknown,LIDENFILMS,Original,23 min. per ep.,PG-13 - Teens 13 or older,6373.0,2724,35355,73,3524
37599,Magatsu Wahrheit: Zuerst,6.6,"Action, Magic, Fantasy",MAGATSU WAHRHEIT,禍つヴァールハイト -ZUERST-,12,"Oct 13, 2020 to Dec 29, 2020",Fall 2020,"WOWOW, NBCUniversal Entertainment Japan, Tokyo MX, Q-Tec, Chugai Mining, BS11, KLab, Marui Group, Bit grooove promotion",Funimation,Yokohama Animation Lab,Game,24 min. per ep.,Unknown,5406.0,3285,24870,51,4096
37651,Fate/Extra: Last Encore - Illustrias Tendousetsu,6.54,"Action, Fantasy, Magic",Unknown,Fate/EXTRA Last Encore イルステリアス天動説,3,"Jul 29, 2018",Summer 2018,Unknown,Unknown,Shaft,Game,32 min. per ep.,R - 17+ (violence & profanity),5667.0,2360,46351,42,1427
37657,Gakuen Basara,6.17,"Action, Comedy, School",Gakuen Basara:Samurai High School,学園BASARA,12,"Oct 5, 2018 to Dec 21, 2018",Fall 2018,"TBS, DAX Production, High Kick Entertainment",Sentai Filmworks,Brain's Base,Game,24 min. per ep.,PG-13 - Teens 13 or older,7490.0,4174,14790,30,1383
37675,Overlord III,7.95,"Action, Magic, Fantasy, Game, Supernatural",Overlord III,オーバーロードⅢ,13,"Jul 10, 2018 to Oct 2, 2018",Summer 2018,Kadokawa,Funimation,Madhouse,Light novel,23 min. per ep.,R - 17+ (violence & profanity),604.0,205,549484,4115,25918
37716,Beelzebub-jou no Okinimesu mama.,7.26,"Comedy, Demons, Fantasy, Romance, Shounen",As Miss Beelzebub Likes.,ベルゼブブ嬢のお気に召すまま。,12,"Oct 11, 2018 to Dec 27, 2018",Fall 2018,"Aniplex, Square Enix, Movic, Studio Mausu, Tokyo MX, Q-Tec, ABC Animation, CA-Cygames Anime Fund",Unknown,LIDENFILMS,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,2518.0,1893,65531,245,5986
37722,Uchi no Maid ga Uzasugiru!,6.97,"Slice of Life, Comedy, Shoujo Ai",UzaMaid!,うちのメイドがウザすぎる！,12,"Oct 5, 2018 to Dec 21, 2018",Fall 2018,"AT-X, Sony Music Communications, Futabasha, Kadokawa Media House, NTT Plala, Kadokawa",Unknown,Doga Kobo,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3731.0,1559,88050,172,8302
37786,Yagate Kimi ni Naru,7.93,"Romance, School, Shoujo Ai",Bloom Into You,やがて君になる,13,"Oct 5, 2018 to Dec 28, 2018",Fall 2018,"AT-X, Sony Music Communications, Docomo Anime Store, Kadokawa Media House, Kadokawa",Sentai Filmworks,TROYCA,Manga,24 min. per ep.,PG-13 - Teens 13 or older,646.0,768,193457,3626,16963
37799,Tokyo Ghoul:re 2nd Season,6.33,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",Unknown,京喰種トーキョーグール：re 第2期,12,"Oct 9, 2018 to Dec 25, 2018",Fall 2018,"Marvelous, TC Entertainment, Shueisha",Funimation,"Studio Pierrot, Pierrot Plus",Manga,24 min. per ep.,R - 17+ (violence & profanity),6715.0,268,471661,2242,26596
37870,BanG Dream! 3rd Season,8.05,Music,Unknown,BanG Dream!（バンドリ！）第3期,13,"Jan 23, 2020 to Apr 23, 2020",Winter 2020,"Ultra Super Pictures, Bushiroad, Tokyo MX, Good Smile Company, HoriPro International, Cloud22",Sentai Filmworks,SANZIGEN,Other,23 min. per ep.,PG-13 - Teens 13 or older,472.0,3585,20753,413,1632
37873,BanG Dream! Garupa☆Pico,7.78,"Music, Comedy",Unknown,BanG Dream! ガルパ☆ピコ,26,"Jul 5, 2018 to Dec 27, 2018",Summer 2018,Unknown,Unknown,"SANZIGEN, DMM.futureworks",Original,3 min. per ep.,PG-13 - Teens 13 or older,850.0,4173,14919,124,1073
37890,Oshi ga Budoukan Ittekuretara Shinu,7.45,"Comedy, Music, Seinen, Shoujo Ai, Slice of Life","If My Favorite Pop Idol Made It to the Budokan, I Would Die",推しが武道館いってくれたら死ぬ,12,"Jan 10, 2020 to Mar 27, 2020",Winter 2020,"Pony Canyon, TBS, Movic, Tokuma Shoten",Funimation,8bit,Manga,24 min. per ep.,Unknown,1726.0,3071,28277,219,2745
37924,Ani ni Tsukeru Kusuri wa Nai! 2,7.72,"Comedy, School, Slice of Life",Unknown,兄に付ける薬はない! 2,24,"Jul 9, 2018 to Dec 17, 2018",Summer 2018,Tencent Penguin Pictures,Unknown,"Fanworks, Imagineer",Web manga,3 min. per ep.,PG-13 - Teens 13 or older,969.0,2966,30419,75,2157
37962,IDOLiSH7: Second Beat!,8.15,Music,Unknown,アイドリッシュセブン Second BEAT!,15,"Apr 5, 2020 to Dec 27, 2020",Spring 2020,"Bandai Visual, Lantis, Bandai Namco Games",Unknown,TROYCA,Game,24 min. per ep.,PG-13 - Teens 13 or older,359.0,4141,15156,235,3230
37965,Kaze ga Tsuyoku Fuiteiru,8.45,"Comedy, Sports, Drama",Run with the Wind,風が強く吹いている,23,"Oct 3, 2018 to Mar 27, 2019",Fall 2018,"Movic, Nippon Television Network, TOHO animation, Toy's Factory, Cygames, Yomiuri Shimbun",Sentai Filmworks,Production I.G,Novel,23 min. per ep.,PG-13 - Teens 13 or older,122.0,762,196221,4163,20339
37976,Zombieland Saga,7.52,"Comedy, Music, Supernatural",Zombie Land Saga,ゾンビランドサガ,12,"Oct 4, 2018 to Dec 20, 2018",Fall 2018,"Avex Pictures, Cygames, dugout",Funimation,MAPPA,Original,23 min. per ep.,R - 17+ (violence & profanity),1510.0,437,317337,2119,31944
37989,Golden Kamuy 2nd Season,8.2,"Action, Adventure, Historical, Seinen",Golden Kamuy:Season 2,ゴールデンカムイ,12,"Oct 8, 2018 to Dec 24, 2018",Fall 2018,"Magic Capsule, NBCUniversal Entertainment Japan, Tokyo MX, Good Smile Company, Sammy, Shueisha, JR East Marketing & Communications, Twin Engine",Funimation,Geno Studio,Manga,23 min. per ep.,R - 17+ (violence & profanity),311.0,1277,112494,577,7913
37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,8.61,"Action, Adventure, Shounen",JoJo's Bizarre Adventure:Golden Wind,ジョジョの奇妙な冒険 黄金の風,39,"Oct 6, 2018 to Jul 28, 2019",Fall 2018,"Warner Bros. Japan, KlockWorx, Medicos Entertainment, Shueisha",VIZ Media,David Production,Manga,23 min. per ep.,R - 17+ (violence & profanity),63.0,211,542642,21884,64809
38005,Strike Witches: Road to Berlin,7.32,"Action, Military, Sci-Fi, Magic, Ecchi",Unknown,第501統合戦闘航空団 ストライクウィッチーズ ROAD to BERLIN,12,"Oct 8, 2020 to Dec 24, 2020",Fall 2020,"Magic Capsule, Nippon Columbia, Kadokawa",Funimation,David Production,Original,23 min. per ep.,PG-13 - Teens 13 or older,2273.0,4126,15278,49,1661
38083,Ken En Ken: Aoki Kagayaki,6.06,"Action, Adventure, Demons, Magic, Martial Arts, Fantasy",Xuan Yuan Sword Luminary,軒轅剣・蒼き曜,13,"Oct 2, 2018 to Dec 25, 2018",Fall 2018,"TV Tokyo, Ai Addiction",Unknown,Studio Deen,Game,24 min. per ep.,PG-13 - Teens 13 or older,7983.0,4328,13576,17,1703
38235,Inazuma Eleven: Orion no Kokuin,6.79,Sports,Unknown,イナズマイレブン オリオンの刻印,49,"Oct 5, 2018 to Sep 27, 2019",Fall 2018,"TV Tokyo, Dentsu",Unknown,OLM,Game,23 min. per ep.,G - All Ages,4488.0,4139,15200,82,2174
38256,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV),6.77,"Psychological, Drama, Magic, Thriller",Magia Record:Puella Magi Madoka Magica Side Story,マギアレコード 魔法少女まどか☆マギカ外伝 (TV),13,"Jan 5, 2020 to Mar 29, 2020",Winter 2020,"Aniplex, Houbunsha, f4samurai",Aniplex of America,Shaft,Game,23 min. per ep.,PG-13 - Teens 13 or older,4604.0,1324,107415,1000,12508
38262,Pingu in the City (2018),6.47,"Slice of Life, Comedy, Kids",Pingu in the City,ピングー in ザ・シティ,26,"Oct 6, 2018 to Mar 30, 2019",Fall 2018,"NHK, NHK Enterprises, Mattel Creations",Unknown,Polygon Pictures,Other,7 min. per ep.,G - All Ages,6037.0,5265,8384,121,1133
38302,Boku no Tonari ni Ankoku Hakaishin ga Imasu.,6.64,"Slice of Life, Comedy, School, Josei",Unknown,ぼくのとなりに暗黒破壊神がいます。,12,"Jan 11, 2020 to Mar 28, 2020",Winter 2020,"Toei Video, AT-X, Being, Yomiuri TV Enterprise, Kadokawa, JY Animation, Crunchyroll SC Anime Fund, MAGNET, Video Market",Unknown,EMT Squared,Manga,23 min. per ep.,PG-13 - Teens 13 or older,5161.0,2638,37227,160,3837
38337,Gochuumon wa Usagi Desu ka? Bloom,7.98,"Slice of Life, Comedy",Is the Order a Rabbit? Bloom,ご注文はうさぎですか? BLOOM,12,"Oct 10, 2020 to Dec 26, 2020",Fall 2020,Unknown,Sentai Filmworks,Encourage Films,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,558.0,2741,34740,288,4809
38476,Heya Camp△,7.19,"Slice of Life, Comedy",Room Camp,へやキャン△,12,"Jan 6, 2020 to Mar 23, 2020",Winter 2020,"Sotsu, AT-X, KlockWorx, Houbunsha, MAGES., BS11, DeNA, FuRyu",Unknown,C-Station,Manga,3 min. per ep.,PG-13 - Teens 13 or older,2824.0,1908,65066,95,5762
38481,Toaru Kagaku no Railgun T,8.25,"Action, Sci-Fi, Super Power",A Certain Scientific Railgun T,とある科学の超電磁砲[レールガン]T,25,"Jan 10, 2020 to Sep 25, 2020",Winter 2020,"Square Enix, Movic, AT-X, Warner Bros. Japan, NBCUniversal Entertainment Japan, Kadokawa",Funimation,J.C.Staff,Manga,24 min. per ep.,R - 17+ (violence & profanity),263.0,1061,140037,6045,24344
38555,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,7.49,"Comedy, Drama, Romance, Fantasy, School",My Next Life as a Villainess:All Routes Lead to Doom!,乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった…,12,"Apr 5, 2020 to Jun 21, 2020",Spring 2020,"Mainichi Broadcasting System, Asmik Ace, King Records, Ichijinsha, Nichion",Unknown,SILVER LINK.,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1588.0,617,238610,1787,29570
38656,Darwin's Game,7.3,"Action, Sci-Fi, Mystery, Super Power, Shounen",Darwin's Game,ダーウィンズゲーム,11,"Jan 4, 2020 to Mar 21, 2020",Winter 2020,"Aniplex, AT-X, Tokyo MX, Akita Shoten, BS11, Kanetsu Investment, CA-Cygames Anime Fund, Hochi Shimbun, ADK",Aniplex of America,Nexus,Manga,26 min. per ep.,R - 17+ (violence & profanity),2323.0,467,305455,1627,31083
38668,Dorohedoro,8.1,"Action, Comedy, Horror, Magic, Fantasy, Seinen",Unknown,ドロヘドロ,12,"Jan 13, 2020 to Mar 30, 2020",Winter 2020,"Shogakukan-Shueisha Productions, Mainichi Broadcasting System, Movic, TOHO animation, BS11, Shogakukan, Sumitomo, RAY, Pia",Netflix,MAPPA,Manga,23 min. per ep.,R - 17+ (violence & profanity),410.0,550,268894,3648,24155
38790,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,7.59,"Action, Game, Sci-Fi, Adventure, Comedy, Fantasy","BOFURI:I Don't Want to Get Hurt, so I'll Max Out My Defense.",痛いのは嫌なので防御力に極振りしたいと思います。,12,"Jan 8, 2020 to Mar 25, 2020",Winter 2020,"AT-X, MAGES., Docomo Anime Store, Sammy, ABC Animation, Kadokawa Media House, Kadokawa, D-techno",Funimation,SILVER LINK.,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,1319.0,516,278001,1986,29453
38830,"Hachi-nan tte, Sore wa Nai deshou!",6.19,"Action, Fantasy",The 8th son? Are you kidding me?,八男って、それはないでしょう！,12,"Apr 2, 2020 to Jun 18, 2020",Spring 2020,"Satelight, Frontier Works, flying DOG, Kadokawa Media House, Exa International, Kadokawa, GREE, arma bianca",Unknown,"SynergySP, Shin-Ei Animation",Light novel,23 min. per ep.,PG-13 - Teens 13 or older,7402.0,1147,129426,317,14656
38835,Umayon,6.08,"Slice of Life, Comedy, Sports",Unknown,うまよん,12,"Jul 7, 2020 to Sep 22, 2020",Summer 2020,Cygames,Unknown,"W-Toon Studio, DMM.futureworks",4-koma manga,3 min. per ep.,PG-13 - Teens 13 or older,7904.0,4674,11354,5,1247
38843,Shironeko Project: Zero Chronicle,5.3,"Action, Adventure, Magic, Fantasy",Shironeko Project ZERO CHRONICLE,白猫プロジェクトZERO CHRONICLE,12,"Apr 6, 2020 to Jun 22, 2020",Spring 2020,"NBCUniversal Entertainment Japan, COLOPL, Kadokawa, GREE",Funimation,Project No.9,Game,23 min. per ep.,PG-13 - Teens 13 or older,10125.0,2048,58294,195,7575
38883,Haikyuu!!: To the Top,8.39,"Comedy, Sports, Drama, School, Shounen",Unknown,ハイキュー!! TO THE TOP,13,"Jan 11, 2020 to Apr 4, 2020",Winter 2020,"Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Unknown,Production I.G,Manga,24 min. per ep.,PG-13 - Teens 13 or older,159.0,276,470208,4058,49196
38909,Infinite Dendrogram,6.14,"Game, Fantasy",Infinite Dendrogram,<Infinite Dendrogram>-インフィニット・デンドログラム-,13,"Jan 9, 2020 to Apr 16, 2020",Winter 2020,"AT-X, Nippon Columbia, KlockWorx, Hobby Japan, Studio Mausu, Hakuhodo DY Music & Pictures, BS11, Anima&Co.",Funimation,NAZ,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,7619.0,1277,113280,205,15817
38924,Nekopara,6.76,"Slice of Life, Comedy",NekoparA,ネコぱら,12,"Jan 9, 2020 to Mar 26, 2020",Winter 2020,"Movic, AT-X, KlockWorx, Good Smile Company, Avex Pictures, Avex Technologies",Funimation,Felix Film,Visual novel,23 min. per ep.,PG-13 - Teens 13 or older,4604.0,1293,110004,596,13474
39017,Kyokou Suiri,6.96,"Mystery, Demons, Supernatural, Romance, Shounen",In/Spectre,虚構推理,12,"Jan 12, 2020 to Mar 29, 2020",Winter 2020,"Nihon Ad Systems, Kodansha, KlockWorx, Docomo Anime Store, King Records, GYAO!, BS NTV, Crunchyroll SC Anime Fund, Marui Group",Unknown,Brain's Base,Manga,24 min. per ep.,R - 17+ (violence & profanity),3778.0,552,262705,923,33896
39184,A3! Season Spring & Summer,7.14,"Slice of Life, Drama",A3! Season Spring & Summer,A3! SEASON SPRING & SUMMER,12,"Jan 14, 2020 to Jun 23, 2020",Winter 2020,"Pony Canyon, Liber Entertainment",Funimation,"P.A. Works, Studio 3Hz",Game,23 min. per ep.,PG-13 - Teens 13 or older,3010.0,3660,20153,222,2621
39292,Princess Connect! Re:Dive,7.06,"Action, Adventure, Comedy, Fantasy",Unknown,プリンセスコネクト！Re:Dive,13,"Apr 7, 2020 to Jun 30, 2020",Spring 2020,"WOWOW, Nippon Columbia, Tokyo MX, BS11, Cygames",Unknown,CygamesPictures,Game,23 min. per ep.,PG-13 - Teens 13 or older,3407.0,1031,145572,607,23062
39388,Koisuru Asteroid,6.87,"Slice of Life, Comedy, School",Asteroid in Love,恋する小惑星〈アストロイド〉,12,"Jan 3, 2020 to Mar 27, 2020",Winter 2020,"AT-X, flying DOG, Houbunsha, Kadokawa Media House, RAY, Kadokawa, GRANTdesign",Unknown,Doga Kobo,4-koma manga,23 min. per ep.,PG-13 - Teens 13 or older,4175.0,2010,59816,249,7375
39463,Gleipnir,7.02,"Action, Mystery, Supernatural, Ecchi, Seinen",Gleipnir,グレイプニル,13,"Apr 5, 2020 to Jun 28, 2020",Spring 2020,"Kodansha, bilibili, Good Smile Film",Funimation,Pine Jam,Manga,23 min. per ep.,R - 17+ (violence & profanity),3562.0,533,271352,1595,39140
39469,Tsugu Tsugumomo,7.51,"Action, Comedy, Supernatural, Ecchi, School, Seinen",Unknown,続・つぐもも,12,"Apr 5, 2020 to Jun 21, 2020",Spring 2020,Unknown,Crunchyroll,Zero-G,Manga,24 min. per ep.,R+ - Mild Nudity,1547.0,2044,58806,243,6655
39534,Jibaku Shounen Hanako-kun,7.78,"Comedy, School, Shounen, Supernatural",Toilet-bound Hanako-kun,地縛少年花子くん,12,"Jan 10, 2020 to Mar 27, 2020",Winter 2020,"Square Enix, Studio Hibari, Pony Canyon, TBS, Half H.P Studio, Contents Seed",Funimation,Lerche,Manga,24 min. per ep.,PG-13 - Teens 13 or older,859.0,501,284905,6788,35581
39547,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,8.46,"Slice of Life, Comedy, Drama, Romance, School",My Teen Romantic Comedy SNAFU Climax!,やはり俺の青春ラブコメはまちがっている。完,12,"Jul 10, 2020 to Sep 25, 2020",Summer 2020,"Marvelous, TBS, Movic, Delfi Sound, NBCUniversal Entertainment Japan",Sentai Filmworks,feel.,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,117.0,343,390621,12632,49455
39575,Somali to Mori no Kamisama,7.82,"Adventure, Slice of Life, Demons, Drama, Fantasy",Somali and the Forest Spirit,ソマリと森の神様,12,"Jan 10, 2020 to Mar 27, 2020",Winter 2020,"Movic, North Stars Pictures, JY Animation, Crunchyroll SC Anime Fund, CA-Cygames Anime Fund, HORNETS, Mixer",Unknown,Satelight,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,802.0,774,193956,1182,26869
39582,Kitsutsuki Tanteidokoro,6.03,"Mystery, Historical",Woodpecker Detective's Office,啄木鳥探偵處,12,"Apr 13, 2020 to Jun 29, 2020",Spring 2020,"Marvelous, Tohokushinsha Film Corporation, BS Fuji, Tokyo MX, Muse Communication, Happinet",Crunchyroll,LIDENFILMS,Novel,24 min. per ep.,R - 17+ (violence & profanity),8100.0,3618,20414,32,2455
39583,number24,6.63,"Sports, School",number24,number24 ナンバー・トゥーフォー,12,"Jan 8, 2020 to Apr 15, 2020",Winter 2020,"Movic, Magic Capsule, Tokyo MX, Mime Corporation, it's",Unknown,PRA,Original,23 min. per ep.,PG-13 - Teens 13 or older,5229.0,2954,30782,165,3511
39587,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,8.5,"Psychological, Drama, Thriller, Fantasy",Re:ZERO -Starting Life in Another World- Season 2,Re：ゼロから始める異世界生活,13,"Jul 8, 2020 to Sep 30, 2020",Summer 2020,"AT-X, Memory-Tech, Hakuhodo DY Music & Pictures, Kadokawa Media House, Kadokawa",Unknown,White Fox,Light novel,26 min. per ep.,R - 17+ (violence & profanity),104.0,169,614588,10010,97949
39609,Ochikobore Fruit Tart,6.77,"Music, Slice of Life",Dropout Idol Fruit Tart,おちこぼれフルーツタルト,12,"Oct 12, 2020 to Dec 28, 2020",Fall 2020,"Studio Mausu, Kadokawa",Funimation,feel.,4-koma manga,23 min. per ep.,PG-13 - Teens 13 or older,4561.0,3419,22801,69,3083
39681,D4DJ: First Mix,7.7,Music,D4DJ First Mix,D4DJ First Mix,13,"Oct 23, 2020 to Jan 29, 2021",Fall 2020,Bushiroad,Sentai Filmworks,SANZIGEN,Original,23 min. per ep.,PG-13 - Teens 13 or older,1018.0,4575,11845,175,3070
39710,Yesterday wo Utatte,7.02,"Slice of Life, Drama, Romance, Seinen","Sing ""Yesterday"" for Me",イエスタデイをうたって,12,"Apr 5, 2020 to Jun 21, 2020",Spring 2020,"TV Asahi, Sotsu, Delfi Sound, Lucent Pictures Entertainment, CyberAgent, AbemaTV, DMM.futureworks",Unknown,Doga Kobo,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3596.0,696,210030,980,26425
39730,Houkago Teibou Nisshi,7.38,"Slice of Life, Comedy, School, Seinen",Diary of Our Days at the Breakwater,放課後ていぼう日誌,12,"Apr 7, 2020 to Sep 22, 2020",Spring 2020,Unknown,Funimation,Doga Kobo,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1999.0,2616,38031,157,5520
39790,Adachi to Shimamura,7.21,"Slice of Life, Romance, School, Shoujo Ai",Adachi and Shimamura,安達としまむら,12,"Oct 9, 2020 to Dec 25, 2020",Fall 2020,Kadokawa,Funimation,Tezuka Productions,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2726.0,1342,104719,834,17601
39792,Eizouken ni wa Te wo Dasu na!,8.17,"Adventure, Comedy, School, Seinen",Keep Your Hands Off Eizouken!,映像研には手を出すな!,12,"Jan 6, 2020 to Mar 23, 2020",Winter 2020,"Warner Bros. Japan, Warner Music Japan, Shogakukan, NHK Enterprises",Unknown,Science SARU,Manga,25 min. per ep.,PG-13 - Teens 13 or older,336.0,698,211247,2338,32825
39942,Uchi Tama?! Uchi no Tama Shirimasen ka?,6.9,Slice of Life,Uchitama?! Have you seen my Tama?,うちタマ?!~うちのタマ知りませんか?~,11,"Jan 10, 2020 to Mar 20, 2020",Winter 2020,"Aniplex, Dentsu, Fuji TV, Sony Creative Products",Aniplex of America,"MAPPA, Lapin Track",Original,23 min. per ep.,PG-13 - Teens 13 or older,4016.0,4057,15837,52,1874
39948,Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,6.83,"Action, Mystery, Comedy, Supernatural, Drama, Shounen",Muhyo & Roji's Bureau of Supernatural Investigation 2nd Season,ムヒョとロージーの魔法律相談事務所 2期,12,"Jul 7, 2020 to Sep 22, 2020",Summer 2020,"Lantis, Bridge",Funimation,Studio Deen,Manga,23 min. per ep.,PG-13 - Teens 13 or older,4329.0,3844,17915,36,1767
39960,Yatogame-chan Kansatsu Nikki Nisatsume,6.31,"Slice of Life, Comedy, School, Shounen",Yatogame-chan Kansatsu Nikki 2,八十亀ちゃんかんさつにっき 2さつめ,12,"Jan 5, 2020 to Mar 22, 2020",Winter 2020,Cloud22,Unknown,"Creators in Pack, Saetta",4-koma manga,3 min. per ep.,PG-13 - Teens 13 or older,6809.0,4482,12495,6,1013
39988,Isekai Quartet 2,7.38,"Comedy, Parody, Fantasy",Isekai Quartet 2,異世界かるてっと2,12,"Jan 15, 2020 to Apr 1, 2020",Winter 2020,Kadokawa,Funimation,Studio PuYUKAI,Original,11 min. per ep.,PG-13 - Teens 13 or older,2002.0,951,155951,258,14130
40010,Ishuzoku Reviewers,7.58,"Comedy, Ecchi, Fantasy",Interspecies Reviewers,異種族レビュアーズ,12,"Jan 11, 2020 to Mar 28, 2020",Winter 2020,"AT-X, Docomo Anime Store, Kadokawa Media House, Kadokawa, Toyo Recording",Unknown,Passione,Manga,23 min. per ep.,R+ - Mild Nudity,1336.0,444,311653,19223,78335
40046,Id:Invaded,7.9,"Mystery, Police, Psychological, Sci-Fi",ID:INVADED,ID:INVADED イド:インヴェイデッド,13,"Jan 6, 2020 to Mar 23, 2020",Winter 2020,"Toei Animation, BS11, Kadokawa Media House, NTT Plala, Kadokawa, Anima&Co.",Funimation,NAZ,Original,24 min. per ep.,R - 17+ (violence & profanity),672.0,704,211234,1833,22108
40056,Deca-Dence,7.48,"Action, Sci-Fi, Adventure",Unknown,デカダンス,12,"Jul 8, 2020 to Sep 23, 2020",Summer 2020,"AT-X, BS11, Kadokawa Media House, Kadokawa, NewGin",Funimation,Nut,Original,23 min. per ep.,PG-13 - Teens 13 or older,1626.0,738,201869,638,28476
40059,Golden Kamuy 3rd Season,8.46,"Action, Adventure, Historical, Seinen",Golden Kamuy Season 3,ゴールデンカムイ,12,"Oct 5, 2020 to Dec 21, 2020",Fall 2020,"Magic Capsule, NBCUniversal Entertainment Japan, Twin Engine",Funimation,Geno Studio,Manga,23 min. per ep.,R - 17+ (violence & profanity),118.0,1736,75226,541,10711
40075,Koi to Producer: EVOL×LOVE,6.12,"Sci-Fi, Mystery, Super Power, Romance",Mr Love:Queen's Choice,恋とプロデューサー~EVOL×LOVE~,12,"Jul 16, 2020 to Oct 1, 2020",Summer 2020,Unknown,Unknown,MAPPA,Game,24 min. per ep.,PG-13 - Teens 13 or older,7725.0,2772,34414,274,5544
40128,Arte,7.17,"Drama, Historical, Romance, Seinen, Slice of Life",Arte,アルテ,12,"Apr 4, 2020 to Jun 20, 2020",Spring 2020,"MediaNet, Toei Video, KlockWorx, flying DOG, Nikkatsu, Asmik Ace, BS Fuji, NBCUniversal Entertainment Japan, Tokyo MX, Glovision, North Stars Pictures, RAY, Muse Communication",Funimation,Seven Arcs,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2894.0,1657,80684,206,9776
40136,Oda Cinnamon Nobunaga,6.55,"Slice of Life, Comedy, Historical, Seinen",Oda Cinnamon Nobunaga,織田シナモン信長,12,"Jan 11, 2020 to Mar 28, 2020",Winter 2020,"TV Tokyo, Dentsu, Shochiku, Avex Pictures, Amuse, Sammy, North Stars Pictures, Mixer",Unknown,Studio Signpost,Manga,23 min. per ep.,PG-13 - Teens 13 or older,5634.0,4178,14879,34,1913
40148,22/7,6.81,Music,22/7,22/7,12,"Jan 11, 2020 to Mar 28, 2020",Winter 2020,"Aniplex, Tokyo MX, Nagoya Broadcasting Network, BS11, Shogakukan, ABC Animation, Buzz Wave",Aniplex of America,A-1 Pictures,Other,24 min. per ep.,PG-13 - Teens 13 or older,4398.0,3028,29141,144,2817
40165,Listeners,5.38,"Action, Mecha, Music, Sci-Fi",Listeners,LISTENERS リスナーズ,12,"Apr 4, 2020 to Jun 20, 2020",Spring 2020,"Mainichi Broadcasting System, Slow Curve, DMM pictures, dugout, DMM Music",Funimation,MAPPA,Original,24 min. per ep.,PG-13 - Teens 13 or older,9967.0,2282,49237,51,6387
40221,Kami no Tou,7.66,"Action, Adventure, Mystery, Drama, Fantasy",Tower of God,神之塔 -Tower of God-,13,"Apr 2, 2020 to Jun 25, 2020",Spring 2020,"Sega, Rialto Entertainment, Sola Entertainment, Naver Webtoons",Crunchyroll,Telecom Animation Film,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,1130.0,219,534804,6863,75072
40230,Housekishou Richard-shi no Nazo Kantei,7.16,"Drama, Mystery, Slice of Life",The Case Files of Jeweler Richard,宝石商リチャード氏の謎鑑定,12,"Jan 9, 2020 to Mar 26, 2020",Winter 2020,"Nippon Animation, WOWOW, Sotsu, Movic, AT-X, Studio Mausu, Avex Pictures, Q-Tec, Hakuhodo DY Music & Pictures, BS11, GYAO!, entama",Unknown,Shuka,Novel,23 min. per ep.,PG-13 - Teens 13 or older,2939.0,2516,41085,189,4250
40272,A3! Season Autumn & Winter,7.26,"Slice of Life, Drama",A3! Season Autumn & Winter,A3! SEASON AUTUMN & WINTER,12,"Oct 13, 2020 to Dec 29, 2020",Fall 2020,"Pony Canyon, Infinite",Funimation,"P.A. Works, Studio 3Hz",Game,23 min. per ep.,PG-13 - Teens 13 or older,2514.0,4591,11749,124,1168
40327,Mewkledreamy,6.51,"Adventure, Kids, Fantasy",Unknown,ミュークルドリーミー,Unknown,"Apr 5, 2020 to ?",Spring 2020,Sanrio,Unknown,J.C.Staff,Other,24 min.,G - All Ages,5870.0,6983,4165,14,1363
